time,order_id,status,current_node,pickup_node,delivery_node
0.0,"1045-(0, 46)",Placed,0.0,0,46
0.0,"1045-(0, 46)",Assigned,0.0,0,46
0.0,"1045-(0, 46)",En Route,0.0,0,46
426.0,"1045-(0, 46)",En Route,46.0,0,46
426.0,"1045-(0, 46)",Delivered,46.0,0,46
0.0,"1046-(0, 47)",Placed,0.0,0,47
0.0,"1046-(0, 47)",Placed,0.0,0,47
0.0,"1046-(0, 47)",Assigned,0.0,0,47
0.0,"1046-(0, 47)",En Route,0.0,0,47
422.0,"1046-(0, 47)",En Route,47.0,0,47
422.0,"1046-(0, 47)",Delivered,47.0,0,47
0.0,"1047-(0, 48)",Placed,0.0,0,48
0.0,"1047-(0, 48)",Placed,0.0,0,48
0.0,"1047-(0, 48)",Assigned,0.0,0,48
0.0,"1047-(0, 48)",En Route,0.0,0,48
212.0,"1047-(0, 48)",En Route,48.0,0,48
212.0,"1047-(0, 48)",Delivered,48.0,0,48
0.0,"1048-(0, 49)",Placed,0.0,0,49
0.0,"1048-(0, 49)",Placed,0.0,0,49
0.0,"1048-(0, 49)",Assigned,0.0,0,49
0.0,"1048-(0, 49)",En Route,0.0,0,49
318.0,"1048-(0, 49)",En Route,49.0,0,49
318.0,"1048-(0, 49)",Delivered,49.0,0,49
0.0,"1049-(0, 50)",Placed,0.0,0,50
0.0,"1049-(0, 50)",Placed,0.0,0,50
0.0,"1049-(0, 50)",Assigned,0.0,0,50
0.0,"1049-(0, 50)",En Route,0.0,0,50
275.0,"1049-(0, 50)",En Route,50.0,0,50
275.0,"1049-(0, 50)",Delivered,50.0,0,50
0.0,"1050-(0, 51)",Placed,0.0,0,51
0.0,"1050-(0, 51)",Placed,0.0,0,51
0.0,"1050-(0, 51)",Assigned,0.0,0,51
0.0,"1050-(0, 51)",En Route,0.0,0,51
555.0,"1050-(0, 51)",En Route,51.0,0,51
555.0,"1050-(0, 51)",Delivered,51.0,0,51
0.0,"1051-(0, 52)",Placed,0.0,0,52
0.0,"1051-(0, 52)",Placed,0.0,0,52
0.0,"1051-(0, 52)",Assigned,0.0,0,52
0.0,"1051-(0, 52)",En Route,0.0,0,52
130.0,"1051-(0, 52)",En Route,52.0,0,52
130.0,"1051-(0, 52)",Delivered,52.0,0,52
0.0,"1052-(0, 53)",Placed,0.0,0,53
0.0,"1052-(0, 53)",Placed,0.0,0,53
0.0,"1052-(0, 53)",Assigned,0.0,0,53
0.0,"1052-(0, 53)",En Route,0.0,0,53
358.0,"1052-(0, 53)",En Route,53.0,0,53
358.0,"1052-(0, 53)",Delivered,53.0,0,53
0.0,"1053-(0, 54)",Placed,0.0,0,54
0.0,"1053-(0, 54)",Placed,0.0,0,54
0.0,"1053-(0, 54)",Assigned,0.0,0,54
0.0,"1053-(0, 54)",En Route,0.0,0,54
456.0,"1053-(0, 54)",En Route,54.0,0,54
456.0,"1053-(0, 54)",Delivered,54.0,0,54
0.0,"1054-(0, 55)",Placed,0.0,0,55
0.0,"1054-(0, 55)",Placed,0.0,0,55
0.0,"1054-(0, 55)",Assigned,0.0,0,55
0.0,"1054-(0, 55)",En Route,0.0,0,55
341.0,"1054-(0, 55)",En Route,55.0,0,55
341.0,"1054-(0, 55)",Delivered,55.0,0,55
0.0,"1055-(0, 56)",Placed,0.0,0,56
0.0,"1055-(0, 56)",Placed,0.0,0,56
0.0,"1055-(0, 56)",Assigned,0.0,0,56
0.0,"1055-(0, 56)",En Route,0.0,0,56
187.0,"1055-(0, 56)",En Route,56.0,0,56
187.0,"1055-(0, 56)",Delivered,56.0,0,56
0.0,"1056-(0, 57)",Placed,0.0,0,57
0.0,"1056-(0, 57)",Placed,0.0,0,57
0.0,"1056-(0, 57)",Assigned,0.0,0,57
0.0,"1056-(0, 57)",En Route,,0,57
137.0,"1056-(0, 57)",En Route,57.0,0,57
137.0,"1056-(0, 57)",Delivered,57.0,0,57
0.0,"1057-(0, 58)",Placed,0.0,0,58
0.0,"1057-(0, 58)",Placed,0.0,0,58
0.0,"1057-(0, 58)",Assigned,0.0,0,58
0.0,"1057-(0, 58)",En Route,0.0,0,58
98.0,"1057-(0, 58)",En Route,58.0,0,58
98.0,"1057-(0, 58)",Delivered,58.0,0,58
0.0,"1058-(0, 59)",Placed,0.0,0,59
0.0,"1058-(0, 59)",Placed,0.0,0,59
0.0,"1058-(0, 59)",Assigned,0.0,0,59
0.0,"1058-(0, 59)",En Route,0.0,0,59
157.0,"1058-(0, 59)",En Route,59.0,0,59
157.0,"1058-(0, 59)",Delivered,59.0,0,59
0.0,"1059-(0, 60)",Placed,0.0,0,60
0.0,"1059-(0, 60)",Placed,0.0,0,60
0.0,"1059-(0, 60)",Assigned,0.0,0,60
0.0,"1059-(0, 60)",En Route,0.0,0,60
78.0,"1059-(0, 60)",En Route,60.0,0,60
78.0,"1059-(0, 60)",Delivered,60.0,0,60
0.0,"1060-(0, 61)",Placed,0.0,0,61
0.0,"1060-(0, 61)",Placed,0.0,0,61
0.0,"1060-(0, 61)",Assigned,0.0,0,61
0.0,"1060-(0, 61)",En Route,0.0,0,61
300.0,"1060-(0, 61)",En Route,61.0,0,61
300.0,"1060-(0, 61)",Delivered,61.0,0,61
0.0,"1061-(0, 62)",Placed,0.0,0,62
0.0,"1061-(0, 62)",Placed,0.0,0,62
0.0,"1061-(0, 62)",Assigned,0.0,0,62
0.0,"1061-(0, 62)",En Route,0.0,0,62
348.0,"1061-(0, 62)",En Route,62.0,0,62
348.0,"1061-(0, 62)",Delivered,62.0,0,62
0.0,"1062-(0, 63)",Placed,0.0,0,63
0.0,"1062-(0, 63)",Placed,0.0,0,63
0.0,"1062-(0, 63)",Assigned,0.0,0,63
0.0,"1062-(0, 63)",En Route,0.0,0,63
140.0,"1062-(0, 63)",En Route,63.0,0,63
140.0,"1062-(0, 63)",Delivered,63.0,0,63
0.0,"1063-(0, 64)",Placed,0.0,0,64
0.0,"1063-(0, 64)",Placed,0.0,0,64
0.0,"1063-(0, 64)",Assigned,0.0,0,64
0.0,"1063-(0, 64)",En Route,0.0,0,64
246.0,"1063-(0, 64)",En Route,64.0,0,64
246.0,"1063-(0, 64)",Delivered,64.0,0,64
0.0,"1064-(0, 65)",Placed,0.0,0,65
0.0,"1064-(0, 65)",Placed,0.0,0,65
0.0,"1064-(0, 65)",Assigned,0.0,0,65
0.0,"1064-(0, 65)",En Route,0.0,0,65
210.0,"1064-(0, 65)",En Route,65.0,0,65
210.0,"1064-(0, 65)",Delivered,65.0,0,65
0.0,"1065-(0, 66)",Placed,0.0,0,66
0.0,"1065-(0, 66)",Placed,0.0,0,66
0.0,"1065-(0, 66)",Assigned,0.0,0,66
0.0,"1065-(0, 66)",En Route,0.0,0,66
42.0,"1065-(0, 66)",En Route,66.0,0,66
42.0,"1065-(0, 66)",Delivered,66.0,0,66
0.0,"1066-(0, 67)",Placed,0.0,0,67
0.0,"1066-(0, 67)",Placed,0.0,0,67
0.0,"1066-(0, 67)",Assigned,0.0,0,67
0.0,"1066-(0, 67)",En Route,,0,67
348.0,"1066-(0, 67)",En Route,67.0,0,67
348.0,"1066-(0, 67)",Delivered,67.0,0,67
0.0,"1067-(0, 68)",Placed,0.0,0,68
0.0,"1067-(0, 68)",Placed,0.0,0,68
0.0,"1067-(0, 68)",Assigned,0.0,0,68
0.0,"1067-(0, 68)",En Route,0.0,0,68
98.0,"1067-(0, 68)",En Route,68.0,0,68
98.0,"1067-(0, 68)",Delivered,68.0,0,68
0.0,"1068-(0, 69)",Placed,0.0,0,69
0.0,"1068-(0, 69)",Placed,0.0,0,69
0.0,"1068-(0, 69)",Assigned,0.0,0,69
0.0,"1068-(0, 69)",En Route,,0,69
320.0,"1068-(0, 69)",En Route,69.0,0,69
320.0,"1068-(0, 69)",Delivered,69.0,0,69
0.0,"1069-(0, 70)",Placed,0.0,0,70
0.0,"1069-(0, 70)",Placed,0.0,0,70
0.0,"1069-(0, 70)",Assigned,0.0,0,70
0.0,"1069-(0, 70)",En Route,,0,70
251.0,"1069-(0, 70)",En Route,70.0,0,70
251.0,"1069-(0, 70)",Delivered,70.0,0,70
0.0,"1070-(0, 71)",Placed,0.0,0,71
0.0,"1070-(0, 71)",Placed,0.0,0,71
0.0,"1070-(0, 71)",Assigned,0.0,0,71
0.0,"1070-(0, 71)",En Route,0.0,0,71
167.0,"1070-(0, 71)",En Route,71.0,0,71
167.0,"1070-(0, 71)",Delivered,71.0,0,71
0.0,"1071-(0, 72)",Placed,0.0,0,72
0.0,"1071-(0, 72)",Placed,0.0,0,72
0.0,"1071-(0, 72)",Assigned,0.0,0,72
0.0,"1071-(0, 72)",En Route,0.0,0,72
454.0,"1071-(0, 72)",En Route,72.0,0,72
454.0,"1071-(0, 72)",Delivered,72.0,0,72
0.0,"1072-(0, 73)",Placed,0.0,0,73
0.0,"1072-(0, 73)",Placed,0.0,0,73
0.0,"1072-(0, 73)",Assigned,0.0,0,73
0.0,"1072-(0, 73)",En Route,,0,73
688.0,"1072-(0, 73)",En Route,73.0,0,73
688.0,"1072-(0, 73)",Delivered,73.0,0,73
0.0,"1073-(0, 74)",Placed,0.0,0,74
0.0,"1073-(0, 74)",Placed,0.0,0,74
0.0,"1073-(0, 74)",Assigned,0.0,0,74
0.0,"1073-(0, 74)",En Route,,0,74
253.0,"1073-(0, 74)",En Route,74.0,0,74
253.0,"1073-(0, 74)",Delivered,74.0,0,74
0.0,"1074-(0, 75)",Placed,0.0,0,75
0.0,"1074-(0, 75)",Placed,0.0,0,75
0.0,"1074-(0, 75)",Assigned,0.0,0,75
0.0,"1074-(0, 75)",En Route,0.0,0,75
439.0,"1074-(0, 75)",En Route,75.0,0,75
439.0,"1074-(0, 75)",Delivered,75.0,0,75
0.0,"1075-(0, 76)",Placed,0.0,0,76
0.0,"1075-(0, 76)",Placed,0.0,0,76
0.0,"1075-(0, 76)",Assigned,0.0,0,76
0.0,"1075-(0, 76)",En Route,,0,76
229.0,"1075-(0, 76)",En Route,76.0,0,76
229.0,"1075-(0, 76)",Delivered,76.0,0,76
0.0,"1076-(0, 77)",Placed,0.0,0,77
0.0,"1076-(0, 77)",Placed,0.0,0,77
0.0,"1076-(0, 77)",Assigned,0.0,0,77
0.0,"1076-(0, 77)",En Route,,0,77
218.0,"1076-(0, 77)",En Route,77.0,0,77
218.0,"1076-(0, 77)",Delivered,77.0,0,77
0.0,"1077-(0, 78)",Placed,0.0,0,78
0.0,"1077-(0, 78)",Placed,0.0,0,78
0.0,"1077-(0, 78)",Assigned,0.0,0,78
0.0,"1077-(0, 78)",En Route,,0,78
93.0,"1077-(0, 78)",En Route,78.0,0,78
93.0,"1077-(0, 78)",Delivered,78.0,0,78
0.0,"1078-(0, 79)",Placed,0.0,0,79
0.0,"1078-(0, 79)",Placed,0.0,0,79
0.0,"1078-(0, 79)",Assigned,0.0,0,79
0.0,"1078-(0, 79)",En Route,,0,79
82.0,"1078-(0, 79)",En Route,79.0,0,79
82.0,"1078-(0, 79)",Delivered,79.0,0,79
