time,vehicle_id,node_id,status,num_pickup_tasks,pickup_orders,num_delivery_tasks,delivery_orders,battery
650.0,10000,5.0,Halted,0,[],6,"['Order 1226 - (0, 17)', 'Order 1071 - (0, 5)', 'Order 1087 - (0, 7)', 'Order 1230 - (0, 17)', 'Order 1231 - (0, 17)', 'Order 1053 - (0, 4)']",100.0
651.0,10000,5.0,En Route,0,[],5,"['Order 1226 - (0, 17)', 'Order 1087 - (0, 7)', 'Order 1230 - (0, 17)', 'Order 1231 - (0, 17)', 'Order 1053 - (0, 4)']",100.0
800.0,10000,17.0,Halted,0,[],5,"['Order 1226 - (0, 17)', 'Order 1087 - (0, 7)', 'Order 1230 - (0, 17)', 'Order 1231 - (0, 17)', 'Order 1053 - (0, 4)']",100.0
801.0,10000,17.0,Halted,0,[],4,"['Order 1087 - (0, 7)', 'Order 1230 - (0, 17)', 'Order 1231 - (0, 17)', 'Order 1053 - (0, 4)']",100.0
802.0,10000,17.0,Halted,0,[],3,"['Order 1087 - (0, 7)', 'Order 1231 - (0, 17)', 'Order 1053 - (0, 4)']",100.0
803.0,10000,17.0,En Route,0,[],2,"['Order 1087 - (0, 7)', 'Order 1053 - (0, 4)']",100.0
952.0,10000,5.0,En Route,0,[],2,"['Order 1087 - (0, 7)', 'Order 1053 - (0, 4)']",100.0
1057.0,10000,7.0,Halted,0,[],2,"['Order 1087 - (0, 7)', 'Order 1053 - (0, 4)']",100.0
1058.0,10000,7.0,En Route,0,[],1,"['Order 1053 - (0, 4)']",100.0
1167.0,10000,15.0,En Route,0,[],1,"['Order 1053 - (0, 4)']",100.0
1226.0,10000,11.0,En Route,0,[],1,"['Order 1053 - (0, 4)']",100.0
1320.0,10000,17.0,En Route,0,[],1,"['Order 1053 - (0, 4)']",100.0
1403.0,10000,4.0,Halted,0,[],1,"['Order 1053 - (0, 4)']",100.0
1404.0,10000,4.0,Idle,0,[],0,[],100.0
0.0,10001,0.0,Idle,0,[],0,[],100.0
0.0,10001,,En Route,0,[],27,"['Order 1072 - (0, 6)', 'Order 1022 - (0, 2)', 'Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1073 - (0, 6)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
70.0,10001,6.0,Halted,0,[],27,"['Order 1072 - (0, 6)', 'Order 1022 - (0, 2)', 'Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1073 - (0, 6)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
71.0,10001,6.0,Halted,0,[],26,"['Order 1022 - (0, 2)', 'Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1073 - (0, 6)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
72.0,10001,6.0,En Route,0,[],25,"['Order 1022 - (0, 2)', 'Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
105.0,10001,2.0,Halted,0,[],25,"['Order 1022 - (0, 2)', 'Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
106.0,10001,2.0,En Route,0,[],24,"['Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
201.0,10001,12.0,Halted,0,[],24,"['Order 1148 - (0, 12)', 'Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
202.0,10001,12.0,En Route,0,[],23,"['Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
213.0,10001,16.0,Halted,0,[],23,"['Order 1209 - (0, 16)', 'Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
214.0,10001,16.0,Halted,0,[],22,"['Order 1000 - (0, 1)', 'Order 1211 - (0, 16)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
215.0,10001,16.0,Halted,0,[],21,"['Order 1000 - (0, 1)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1214 - (0, 16)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
216.0,10001,16.0,Halted,0,[],20,"['Order 1000 - (0, 1)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1215 - (0, 16)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
217.0,10001,16.0,Halted,0,[],19,"['Order 1000 - (0, 1)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1217 - (0, 16)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
218.0,10001,16.0,En Route,0,[],18,"['Order 1000 - (0, 1)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
233.0,10001,1.0,Halted,0,[],18,"['Order 1000 - (0, 1)', 'Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
234.0,10001,1.0,Halted,0,[],17,"['Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)', 'Order 1004 - (0, 1)']",100.0
235.0,10001,1.0,En Route,0,[],16,"['Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)']",100.0
250.0,10001,16.0,En Route,0,[],16,"['Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)']",100.0
303.0,10001,19.0,Halted,0,[],16,"['Order 1246 - (0, 19)', 'Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)']",100.0
304.0,10001,19.0,Halted,0,[],15,"['Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1251 - (0, 19)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)']",100.0
305.0,10001,19.0,Halted,0,[],14,"['Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1252 - (0, 19)', 'Order 1174 - (0, 13)']",100.0
306.0,10001,19.0,En Route,0,[],13,"['Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
368.0,10001,6.0,En Route,0,[],13,"['Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
389.0,10001,20.0,Halted,0,[],13,"['Order 1210_1 - (0, 20)', 'Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
390.0,10001,20.0,Halted,0,[],12,"['Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1216_1 - (0, 20)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
391.0,10001,20.0,En Route,0,[],11,"['Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
443.0,10001,3.0,Halted,0,[],11,"['Order 1041 - (0, 3)', 'Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
444.0,10001,3.0,Halted,0,[],10,"['Order 1086 - (0, 7)', 'Order 1042 - (0, 3)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
445.0,10001,3.0,En Route,0,[],9,"['Order 1086 - (0, 7)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
511.0,10001,7.0,Halted,0,[],9,"['Order 1086 - (0, 7)', 'Order 1228 - (0, 17)', 'Order 1129 - (0, 10)', 'Order 1169 - (0, 13)', 'Order 1170 - (0, 13)', 'Order 1193 - (0, 15)', 'Order 1134 - (0, 11)', 'Order 1054 - (0, 4)', 'Order 1174 - (0, 13)']",100.0
